             
x              y              v              
0.046     0.02211563  0.0000000e+00              
0.048     0.02211563  0.0000000e+00              
0.05     0.02211563  0.0000000e+00              
0.052     0.02211563  0.0000000e+00              
0.054     0.02211563  0.0000000e+00              
0.056     0.02211563  0.0000000e+00              
0.058     0.02211563  0.0000000e+00              
0.06     0.02211563  0.0000000e+00              
0.062     0.02211563  0.0000000e+00              
0.064     0.02211563  0.0000000e+00              
0.066     0.02211563  0.0000000e+00              
0.068     0.02211563  0.0000000e+00              
0.07     0.02211563  0.0000000e+00              
0.072     0.02211563  0.0000000e+00              
0.074     0.02211563  0.0000000e+00              
0.076     0.02211563  0.0000000e+00              
0.078     0.02211563  0.0000000e+00              
0.08     0.02211563  0.0000000e+00              
0.082     0.02211563  0.0000000e+00              
0.084     0.02211563  0.0000000e+00              
0.086     0.02211563  0.0000000e+00              
0.088     0.02211563  0.0000000e+00              
0.09     0.02211563  0.0000000e+00              
0.092     0.02211563  0.0000000e+00              
0.094     0.02211563  0.0000000e+00              
0.096     0.02211563  0.0000000e+00              
0.098     0.02211563  0.0000000e+00              
0.1     0.02211563  0.0000000e+00              
0.101     0.02211563  0.0000000e+00              
0.102     0.02211563  0.0000000e+00              
0     0.02356644  0.0000000e+00              
0.002     0.02356644  0.0000000e+00              
0.004     0.02356644  0.0000000e+00              
0.006     0.02356644  0.0000000e+00              
0.008     0.02356644  0.0000000e+00              
0.01     0.02356644  0.0000000e+00              
0.012     0.02356644  0.0000000e+00              
0.014     0.02356644  0.0000000e+00              
0.016     0.02356644  0.0000000e+00              
0.018     0.02356644  0.0000000e+00              
0.02     0.02356644  0.0000000e+00              
0.022     0.02356644  0.0000000e+00              
0.024     0.02356644  0.0000000e+00              
0.026     0.02356644  0.0000000e+00              
0.028     0.02356644  0.0000000e+00              
0.03     0.02356644  0.0000000e+00              
0.032     0.02356644  0.0000000e+00              
0.034     0.02356644  0.0000000e+00              
0.036     0.02356644  0.0000000e+00              
0.038     0.02356644  0.0000000e+00              
0.04     0.02356644  0.0000000e+00              
0.042     0.02356644  0.0000000e+00              
0.044     0.02356644  0.0000000e+00              
0.046     0.02356644  0.0000000e+00              
0.048     0.02356644  0.0000000e+00              
0.05     0.02356644  0.0000000e+00              
0.052     0.02356644  0.0000000e+00              
0.054     0.02356644  0.0000000e+00              
0.056     0.02356644  0.0000000e+00              
0.058     0.02356644  0.0000000e+00              
0.06     0.02356644  0.0000000e+00              
0.062     0.02356644  0.0000000e+00              
0.064     0.02356644  0.0000000e+00              
0.066     0.02356644  0.0000000e+00              
0.068     0.02356644  0.0000000e+00              
0.07     0.02356644  0.0000000e+00              
0.072     0.02356644  0.0000000e+00              
0.074     0.02356644  0.0000000e+00              
0.076     0.02356644  0.0000000e+00              
0.078     0.02356644  0.0000000e+00              
0.08     0.02356644  0.0000000e+00              
0.082     0.02356644  0.0000000e+00              
0.084     0.02356644  0.0000000e+00              
0.086     0.02356644  0.0000000e+00              
0.088     0.02356644  0.0000000e+00              
0.09     0.02356644  0.0000000e+00              
0.092     0.02356644  0.0000000e+00              
0.094     0.02356644  0.0000000e+00              
0.096     0.02356644  0.0000000e+00              
0.098     0.02356644  0.0000000e+00              
0.1     0.02356644  0.0000000e+00              
0.101     0.02356644  0.0000000e+00              
0.102     0.02356644  0.0000000e+00              
0     0.02503177  0.0000000e+00              
0.002     0.02503177  0.0000000e+00              
0.004     0.02503177  0.0000000e+00              
0.006     0.02503177  0.0000000e+00              
0.008     0.02503177  0.0000000e+00              
0.01     0.02503177  0.0000000e+00              
0.012     0.02503177  0.0000000e+00              
0.014     0.02503177  0.0000000e+00              
0.016     0.02503177  0.0000000e+00              
0.018     0.02503177  0.0000000e+00              
0.02     0.02503177  0.0000000e+00              
0.022     0.02503177  0.0000000e+00              
0.024     0.02503177  0.0000000e+00              
0.026     0.02503177  0.0000000e+00              
0.028     0.02503177  0.0000000e+00              
0.03     0.02503177  0.0000000e+00              
0.032     0.02503177  0.0000000e+00              
0.034     0.02503177  0.0000000e+00              
0.036     0.02503177  0.0000000e+00              
0.038     0.02503177  0.0000000e+00              
0.04     0.02503177  0.0000000e+00              
0.042     0.02503177  0.0000000e+00              
0.044     0.02503177  0.0000000e+00              
0.046     0.02503177  0.0000000e+00              
0.048     0.02503177  0.0000000e+00              
0.05     0.02503177  0.0000000e+00              
0.052     0.02503177  0.0000000e+00              
0.054     0.02503177  0.0000000e+00              
0.056     0.02503177  0.0000000e+00              
0.058     0.02503177  0.0000000e+00              
0.06     0.02503177  0.0000000e+00              
0.062     0.02503177  0.0000000e+00              
0.064     0.02503177  0.0000000e+00              
0.066     0.02503177  0.0000000e+00              
0.068     0.02503177  0.0000000e+00              
0.07     0.02503177  0.0000000e+00              
0.072     0.02503177  0.0000000e+00              
0.074     0.02503177  0.0000000e+00              
0.076     0.02503177  0.0000000e+00              
0.078     0.02503177  0.0000000e+00              
0.08     0.02503177  0.0000000e+00              
0.082     0.02503177  0.0000000e+00              
0.084     0.02503177  0.0000000e+00              
0.086     0.02503177  0.0000000e+00              
0.088     0.02503177  0.0000000e+00              
0.09     0.02503177  0.0000000e+00              
0.092     0.02503177  0.0000000e+00              
0.094     0.02503177  0.0000000e+00              
0.096     0.02503177  0.0000000e+00              
0.098     0.02503177  0.0000000e+00              
0.1     0.02503177  0.0000000e+00              
0.101     0.02503177  0.0000000e+00              
0.102     0.02503177  0.0000000e+00              
0     0.02651174  0.0000000e+00              
0.002     0.02651174  0.0000000e+00              
0.004     0.02651174  0.0000000e+00              
0.006     0.02651174  0.0000000e+00              
0.008     0.02651174  0.0000000e+00              
0.01     0.02651174  0.0000000e+00              
0.012     0.02651174  0.0000000e+00              
0.014     0.02651174  0.0000000e+00              
0.016     0.02651174  0.0000000e+00              
0.018     0.02651174  0.0000000e+00              
0.02     0.02651174  0.0000000e+00              
0.022     0.02651174  0.0000000e+00              
0.024     0.02651174  0.0000000e+00              
0.026     0.02651174  0.0000000e+00              
0.028     0.02651174  0.0000000e+00              
0.03     0.02651174  0.0000000e+00              
0.032     0.02651174  0.0000000e+00              
0.034     0.02651174  0.0000000e+00              
0.036     0.02651174  0.0000000e+00              
0.038     0.02651174  0.0000000e+00              
0.04     0.02651174  0.0000000e+00              
0.042     0.02651174  0.0000000e+00              
0.044     0.02651174  0.0000000e+00              
0.046     0.02651174  0.0000000e+00              
0.048     0.02651174  0.0000000e+00              
0.05     0.02651174  0.0000000e+00              
0.052     0.02651174  0.0000000e+00              
0.054     0.02651174  0.0000000e+00              
0.056     0.02651174  0.0000000e+00              
0.058     0.02651174  0.0000000e+00              
0.06     0.02651174  0.0000000e+00              
0.062     0.02651174  0.0000000e+00              
0.064     0.02651174  0.0000000e+00              
0.066     0.02651174  0.0000000e+00              
0.068     0.02651174  0.0000000e+00              
0.07     0.02651174  0.0000000e+00              
0.072     0.02651174  0.0000000e+00              
0.074     0.02651174  0.0000000e+00              
0.076     0.02651174  0.0000000e+00              
0.078     0.02651174  0.0000000e+00              
0.08     0.02651174  0.0000000e+00              
0.082     0.02651174  0.0000000e+00              
0.084     0.02651174  0.0000000e+00              
0.086     0.02651174  0.0000000e+00              
0.088     0.02651174  0.0000000e+00              
0.09     0.02651174  0.0000000e+00              
0.092     0.02651174  0.0000000e+00              
0.094     0.02651174  0.0000000e+00              
0.096     0.02651174  0.0000000e+00              
0.098     0.02651174  0.0000000e+00              
0.1     0.02651174  0.0000000e+00              
0.101     0.02651174  0.0000000e+00              
0.102     0.02651174  0.0000000e+00              
0     0.02800652  0.0000000e+00              
0.002     0.02800652  0.0000000e+00              
0.004     0.02800652  0.0000000e+00              
0.006     0.02800652  0.0000000e+00              
0.008     0.02800652  0.0000000e+00              
0.01     0.02800652  0.0000000e+00              
0.012     0.02800652  0.0000000e+00              
0.014     0.02800652  0.0000000e+00              
0.016     0.02800652  0.0000000e+00              
0.018     0.02800652  0.0000000e+00              
0.02     0.02800652  0.0000000e+00              
0.022     0.02800652  0.0000000e+00              
0.024     0.02800652  0.0000000e+00              
0.026     0.02800652  0.0000000e+00              
0.028     0.02800652  0.0000000e+00              
0.03     0.02800652  0.0000000e+00              
0.032     0.02800652  0.0000000e+00              
0.034     0.02800652  0.0000000e+00              
0.036     0.02800652  0.0000000e+00              
0.038     0.02800652  0.0000000e+00              
0.04     0.02800652  0.0000000e+00              
0.042     0.02800652  0.0000000e+00              
0.044     0.02800652  0.0000000e+00              
0.046     0.02800652  0.0000000e+00              
0.048     0.02800652  0.0000000e+00              
0.05     0.02800652  0.0000000e+00              
0.052     0.02800652  0.0000000e+00              
0.054     0.02800652  0.0000000e+00              
0.056     0.02800652  0.0000000e+00              
0.058     0.02800652  0.0000000e+00              
0.06     0.02800652  0.0000000e+00              
0.062     0.02800652  0.0000000e+00              
0.064     0.02800652  0.0000000e+00              
0.066     0.02800652  0.0000000e+00              
0.068     0.02800652  0.0000000e+00              
0.07     0.02800652  0.0000000e+00              
0.072     0.02800652  0.0000000e+00              
0.074     0.02800652  0.0000000e+00              
0.076     0.02800652  0.0000000e+00              
0.078     0.02800652  0.0000000e+00              
0.08     0.02800652  0.0000000e+00              
0.082     0.02800652  0.0000000e+00              
0.084     0.02800652  0.0000000e+00              
0.086     0.02800652  0.0000000e+00              
0.088     0.02800652  0.0000000e+00              
0.09     0.02800652  0.0000000e+00              
0.092     0.02800652  0.0000000e+00              
0.094     0.02800652  0.0000000e+00              
0.096     0.02800652  0.0000000e+00              
0.098     0.02800652  0.0000000e+00              
0.1     0.02800652  0.0000000e+00              
0.101     0.02800652  0.0000000e+00              
0.102     0.02800652  0.0000000e+00              
0     0.02951624  0.0000000e+00              
0.002     0.02951624  0.0000000e+00              
0.004     0.02951624  0.0000000e+00              
0.006     0.02951624  0.0000000e+00              
0.008     0.02951624  0.0000000e+00              
0.01     0.02951624  0.0000000e+00              
0.012     0.02951624  0.0000000e+00              
0.014     0.02951624  0.0000000e+00              
0.016     0.02951624  0.0000000e+00              
0.018     0.02951624  0.0000000e+00              
0.02     0.02951624  0.0000000e+00              
0.022     0.02951624  0.0000000e+00              
0.024     0.02951624  0.0000000e+00              
0.026     0.02951624  0.0000000e+00              
0.028     0.02951624  0.0000000e+00              
0.03     0.02951624  0.0000000e+00              
0.032     0.02951624  0.0000000e+00              
0.034     0.02951624  0.0000000e+00              
0.036     0.02951624  0.0000000e+00              
0.038     0.02951624  0.0000000e+00              
0.04     0.02951624  0.0000000e+00              
0.042     0.02951624  0.0000000e+00              
0.044     0.02951624  0.0000000e+00              
0.046     0.02951624  0.0000000e+00              
0.048     0.02951624  0.0000000e+00              
0.05     0.02951624  0.0000000e+00              
0.052     0.02951624  0.0000000e+00              
0.054     0.02951624  0.0000000e+00              
0.056     0.02951624  0.0000000e+00              
0.058     0.02951624  0.0000000e+00              
0.06     0.02951624  0.0000000e+00              
0.062     0.02951624  0.0000000e+00              
0.064     0.02951624  0.0000000e+00              
0.066     0.02951624  0.0000000e+00              
0.068     0.02951624  0.0000000e+00              
0.07     0.02951624  0.0000000e+00              
0.072     0.02951624  0.0000000e+00              
0.074     0.02951624  0.0000000e+00              
0.076     0.02951624  0.0000000e+00              
0.078     0.02951624  0.0000000e+00              
0.08     0.02951624  0.0000000e+00              
0.082     0.02951624  0.0000000e+00              
0.084     0.02951624  0.0000000e+00              
0.086     0.02951624  0.0000000e+00              
0.088     0.02951624  0.0000000e+00              
0.09     0.02951624  0.0000000e+00              
0.092     0.02951624  0.0000000e+00              
0.094     0.02951624  0.0000000e+00              
0.096     0.02951624  0.0000000e+00              
0.098     0.02951624  0.0000000e+00              
0.1     0.02951624  0.0000000e+00              
0.101     0.02951624  0.0000000e+00              
0.102     0.02951624  0.0000000e+00              
0     0.03104106  0.0000000e+00              
0.002     0.03104106  0.0000000e+00              
0.004     0.03104106  0.0000000e+00              
0.006     0.03104106  0.0000000e+00              
0.008     0.03104106  0.0000000e+00              
0.01     0.03104106  0.0000000e+00              
0.012     0.03104106  0.0000000e+00              
0.014     0.03104106  0.0000000e+00              
0.016     0.03104106  0.0000000e+00              
0.018     0.03104106  0.0000000e+00              
0.02     0.03104106  0.0000000e+00              
0.022     0.03104106  0.0000000e+00              
0.024     0.03104106  0.0000000e+00              
0.026     0.03104106  0.0000000e+00              
0.028     0.03104106  0.0000000e+00              
0.03     0.03104106  0.0000000e+00              
0.032     0.03104106  0.0000000e+00              
0.034     0.03104106  0.0000000e+00              
0.036     0.03104106  0.0000000e+00              
0.038     0.03104106  0.0000000e+00              
0.04     0.03104106  0.0000000e+00              
0.042     0.03104106  0.0000000e+00              
0.044     0.03104106  0.0000000e+00              
0.046     0.03104106  0.0000000e+00              
0.048     0.03104106  0.0000000e+00              
0.05     0.03104106  0.0000000e+00              
0.052     0.03104106  0.0000000e+00              
0.054     0.03104106  0.0000000e+00              
0.056     0.03104106  0.0000000e+00              
0.058     0.03104106  0.0000000e+00              
0.06     0.03104106  0.0000000e+00              
0.062     0.03104106  0.0000000e+00              
0.064     0.03104106  0.0000000e+00              
0.066     0.03104106  0.0000000e+00              
0.068     0.03104106  0.0000000e+00              
0.07     0.03104106  0.0000000e+00              
0.072     0.03104106  0.0000000e+00              
0.074     0.03104106  0.0000000e+00              
0.076     0.03104106  0.0000000e+00              
0.078     0.03104106  0.0000000e+00              
0.08     0.03104106  0.0000000e+00              
0.082     0.03104106  0.0000000e+00              
0.084     0.03104106  0.0000000e+00              
0.086     0.03104106  0.0000000e+00              
0.088     0.03104106  0.0000000e+00              
0.09     0.03104106  0.0000000e+00              
0.092     0.03104106  0.0000000e+00              
0.094     0.03104106  0.0000000e+00              
0.096     0.03104106  0.0000000e+00              
0.098     0.03104106  0.0000000e+00              
0.1     0.03104106  0.0000000e+00              
0.101     0.03104106  0.0000000e+00              
0.102     0.03104106  0.0000000e+00              
0     0.03258113  0.0000000e+00              
0.002     0.03258113  0.0000000e+00              
0.004     0.03258113  0.0000000e+00              
0.006     0.03258113  0.0000000e+00              
0.008     0.03258113  0.0000000e+00              
0.01     0.03258113  0.0000000e+00              
0.012     0.03258113  0.0000000e+00              
0.014     0.03258113  0.0000000e+00              
0.016     0.03258113  0.0000000e+00              
0.018     0.03258113  0.0000000e+00              
0.02     0.03258113  0.0000000e+00              
0.022     0.03258113  0.0000000e+00              
0.024     0.03258113  0.0000000e+00              
0.026     0.03258113  0.0000000e+00              
0.028     0.03258113  0.0000000e+00              
0.03     0.03258113  0.0000000e+00              
0.032     0.03258113  0.0000000e+00              
0.034     0.03258113  0.0000000e+00              
0.036     0.03258113  0.0000000e+00              
0.038     0.03258113  0.0000000e+00              
0.04     0.03258113  0.0000000e+00              
0.042     0.03258113  0.0000000e+00              
0.044     0.03258113  0.0000000e+00              
0.046     0.03258113  0.0000000e+00              
0.048     0.03258113  0.0000000e+00              
0.05     0.03258113  0.0000000e+00              
0.052     0.03258113  0.0000000e+00              
0.054     0.03258113  0.0000000e+00              
0.056     0.03258113  0.0000000e+00              
0.058     0.03258113  0.0000000e+00              
0.06     0.03258113  0.0000000e+00              
0.062     0.03258113  0.0000000e+00              
0.064     0.03258113  0.0000000e+00              
0.066     0.03258113  0.0000000e+00              
0.068     0.03258113  0.0000000e+00              
0.07     0.03258113  0.0000000e+00              
0.072     0.03258113  0.0000000e+00              
0.074     0.03258113  0.0000000e+00              
0.076     0.03258113  0.0000000e+00              
0.078     0.03258113  0.0000000e+00              
0.08     0.03258113  0.0000000e+00              
0.082     0.03258113  0.0000000e+00              
0.084     0.03258113  0.0000000e+00              
0.086     0.03258113  0.0000000e+00              
0.088     0.03258113  0.0000000e+00              
0.09     0.03258113  0.0000000e+00              
0.092     0.03258113  0.0000000e+00              
0.094     0.03258113  0.0000000e+00              
0.096     0.03258113  0.0000000e+00              
0.098     0.03258113  0.0000000e+00              
0.1     0.03258113  0.0000000e+00              
0.101     0.03258113  0.0000000e+00              
0.102     0.03258113  0.0000000e+00              
0      0.0341366  0.0000000e+00              
0.002      0.0341366  0.0000000e+00              
0.004      0.0341366  0.0000000e+00              
0.006      0.0341366  0.0000000e+00              
0.008      0.0341366  0.0000000e+00              
0.01      0.0341366  0.0000000e+00              
0.012      0.0341366  0.0000000e+00              
0.014      0.0341366  0.0000000e+00              
0.016      0.0341366  0.0000000e+00              
0.018      0.0341366  0.0000000e+00              
0.02      0.0341366  0.0000000e+00              
0.022      0.0341366  0.0000000e+00              
0.024      0.0341366  0.0000000e+00              
0.026      0.0341366  0.0000000e+00              
0.028      0.0341366  0.0000000e+00              
0.03      0.0341366  0.0000000e+00              
0.032      0.0341366  0.0000000e+00              
0.034      0.0341366  0.0000000e+00              
0.036      0.0341366  0.0000000e+00              
0.038      0.0341366  0.0000000e+00              
0.04      0.0341366  0.0000000e+00              
0.042      0.0341366  0.0000000e+00              
0.044      0.0341366  0.0000000e+00              
0.046      0.0341366  0.0000000e+00              
0.048      0.0341366  0.0000000e+00              
0.05      0.0341366  0.0000000e+00              
0.052      0.0341366  0.0000000e+00              
0.054      0.0341366  0.0000000e+00              
0.056      0.0341366  0.0000000e+00              
0.058      0.0341366  0.0000000e+00              
0.06      0.0341366  0.0000000e+00              
0.062      0.0341366  0.0000000e+00              
0.064      0.0341366  0.0000000e+00              
0.066      0.0341366  0.0000000e+00              
0.068      0.0341366  0.0000000e+00              
0.07      0.0341366  0.0000000e+00              
0.072      0.0341366  0.0000000e+00              
0.074      0.0341366  0.0000000e+00              
0.076      0.0341366  0.0000000e+00              
0.078      0.0341366  0.0000000e+00              
0.08      0.0341366  0.0000000e+00              
0.082      0.0341366  0.0000000e+00              
0.084      0.0341366  0.0000000e+00              
0.086      0.0341366  0.0000000e+00              
0.088      0.0341366  0.0000000e+00              
0.09      0.0341366  0.0000000e+00              
0.092      0.0341366  0.0000000e+00              
0.094      0.0341366  0.0000000e+00              
0.096      0.0341366  0.0000000e+00              
0.098      0.0341366  0.0000000e+00              
0.1      0.0341366  0.0000000e+00              
0.101      0.0341366  0.0000000e+00              
0.102      0.0341366  0.0000000e+00              
0     0.03570763  0.0000000e+00              
0.002     0.03570763  0.0000000e+00              
0.004     0.03570763  0.0000000e+00              
0.006     0.03570763  0.0000000e+00              
0.008     0.03570763  0.0000000e+00              
0.01     0.03570763  0.0000000e+00              
0.012     0.03570763  0.0000000e+00              
0.014     0.03570763  0.0000000e+00              
0.016     0.03570763  0.0000000e+00              
0.018     0.03570763  0.0000000e+00              
0.02     0.03570763  0.0000000e+00              
0.022     0.03570763  0.0000000e+00              
0.024     0.03570763  0.0000000e+00              
0.026     0.03570763  0.0000000e+00              
0.028     0.03570763  0.0000000e+00              
0.03     0.03570763  0.0000000e+00              
0.032     0.03570763  0.0000000e+00              
0.034     0.03570763  0.0000000e+00              
0.036     0.03570763  0.0000000e+00              
0.038     0.03570763  0.0000000e+00              
0.04     0.03570763  0.0000000e+00              
0.042     0.03570763  0.0000000e+00              
0.044     0.03570763  0.0000000e+00              
0.046     0.03570763  0.0000000e+00              
0.048     0.03570763  0.0000000e+00              
0.05     0.03570763  0.0000000e+00              
0.052     0.03570763  0.0000000e+00              
0.054     0.03570763  0.0000000e+00              
0.056     0.03570763  0.0000000e+00              
0.058     0.03570763  0.0000000e+00              
0.06     0.03570763  0.0000000e+00              
0.062     0.03570763  0.0000000e+00              
0.064     0.03570763  0.0000000e+00              
0.066     0.03570763  0.0000000e+00              
0.068     0.03570763  0.0000000e+00              
0.07     0.03570763  0.0000000e+00              
0.072     0.03570763  0.0000000e+00              
0.074     0.03570763  0.0000000e+00              
0.076     0.03570763  0.0000000e+00              
0.078     0.03570763  0.0000000e+00              
0.08     0.03570763  0.0000000e+00              
0.082     0.03570763  0.0000000e+00              
0.084     0.03570763  0.0000000e+00              
0.086     0.03570763  0.0000000e+00              
0.088     0.03570763  0.0000000e+00              
0.09     0.03570763  0.0000000e+00              
0.092     0.03570763  0.0000000e+00              
0.094     0.03570763  0.0000000e+00              
0.096     0.03570763  0.0000000e+00              
0.098     0.03570763  0.0000000e+00              
0.1     0.03570763  0.0000000e+00              
0.101     0.03570763  0.0000000e+00              
0.102     0.03570763  0.0000000e+00              
0     0.03729436  0.0000000e+00              
0.002     0.03729436  0.0000000e+00              
0.004     0.03729436  0.0000000e+00              
0.006     0.03729436  0.0000000e+00              
0.008     0.03729436  0.0000000e+00              
0.01     0.03729436  0.0000000e+00              
0.012     0.03729436  0.0000000e+00              
0.014     0.03729436  0.0000000e+00              
0.016     0.03729436  0.0000000e+00              
0.018     0.03729436  0.0000000e+00              
0.02     0.03729436  0.0000000e+00              
0.022     0.03729436  0.0000000e+00              
0.024     0.03729436  0.0000000e+00              
0.026     0.03729436  0.0000000e+00              
0.028     0.03729436  0.0000000e+00              
0.03     0.03729436  0.0000000e+00              
0.032     0.03729436  0.0000000e+00              
0.034     0.03729436  0.0000000e+00              
0.036     0.03729436  0.0000000e+00              
0.038     0.03729436  0.0000000e+00              
0.04     0.03729436  0.0000000e+00              
0.042     0.03729436  0.0000000e+00              
0.044     0.03729436  0.0000000e+00              
0.046     0.03729436  0.0000000e+00              
0.048     0.03729436  0.0000000e+00              
0.05     0.03729436  0.0000000e+00              
0.052     0.03729436  0.0000000e+00              
0.054     0.03729436  0.0000000e+00              
0.056     0.03729436  0.0000000e+00              
0.058     0.03729436  0.0000000e+00              
0.06     0.03729436  0.0000000e+00              
0.062     0.03729436  0.0000000e+00              
0.064     0.03729436  0.0000000e+00              
0.066     0.03729436  0.0000000e+00              
0.068     0.03729436  0.0000000e+00              
0.07     0.03729436  0.0000000e+00              
0.072     0.03729436  0.0000000e+00              
0.074     0.03729436  0.0000000e+00              
0.076     0.03729436  0.0000000e+00              
0.078     0.03729436  0.0000000e+00              
0.08     0.03729436  0.0000000e+00              
0.082     0.03729436  0.0000000e+00              
0.084     0.03729436  0.0000000e+00              
0.086     0.03729436  0.0000000e+00              
0.088     0.03729436  0.0000000e+00              
0.09     0.03729436  0.0000000e+00              
0.092     0.03729436  0.0000000e+00              
0.094     0.03729436  0.0000000e+00              
0.096     0.03729436  0.0000000e+00              
0.098     0.03729436  0.0000000e+00              
0.1     0.03729436  0.0000000e+00              
0.101     0.03729436  0.0000000e+00              
0.102     0.03729436  0.0000000e+00              
0     0.03889697  0.0000000e+00              
0.002     0.03889697  0.0000000e+00              
0.004     0.03889697  0.0000000e+00              
0.006     0.03889697  0.0000000e+00              
0.008     0.03889697  0.0000000e+00              
0.01     0.03889697  0.0000000e+00              
0.012     0.03889697  0.0000000e+00              
0.014     0.03889697  0.0000000e+00              
0.016     0.03889697  0.0000000e+00              
0.018     0.03889697  0.0000000e+00              
0.02     0.03889697  0.0000000e+00              
0.022     0.03889697  0.0000000e+00              
0.024     0.03889697  0.0000000e+00              
0.026     0.03889697  0.0000000e+00              
0.028     0.03889697  0.0000000e+00              
0.03     0.03889697  0.0000000e+00              
0.032     0.03889697  0.0000000e+00              
0.034     0.03889697  0.0000000e+00              
0.036     0.03889697  0.0000000e+00              
0.038     0.03889697  0.0000000e+00              
0.04     0.03889697  0.0000000e+00              
0.042     0.03889697  0.0000000e+00              
0.044     0.03889697  0.0000000e+00              
0.046     0.03889697  0.0000000e+00              
0.048     0.03889697  0.0000000e+00              
0.05     0.03889697  0.0000000e+00              
0.052     0.03889697  0.0000000e+00              
0.054     0.03889697  0.0000000e+00              
0.056     0.03889697  0.0000000e+00              
0.058     0.03889697  0.0000000e+00              
0.06     0.03889697  0.0000000e+00              
0.062     0.03889697  0.0000000e+00              
0.064     0.03889697  0.0000000e+00              
0.066     0.03889697  0.0000000e+00              
0.068     0.03889697  0.0000000e+00              
0.07     0.03889697  0.0000000e+00              
0.072     0.03889697  0.0000000e+00              
0.074     0.03889697  0.0000000e+00              
0.076     0.03889697  0.0000000e+00              
0.078     0.03889697  0.0000000e+00              
0.08     0.03889697  0.0000000e+00              
0.082     0.03889697  0.0000000e+00              
0.084     0.03889697  0.0000000e+00              
0.086     0.03889697  0.0000000e+00              
0.088     0.03889697  0.0000000e+00              
0.09     0.03889697  0.0000000e+00              
0.092     0.03889697  0.0000000e+00              
0.094     0.03889697  0.0000000e+00              
0.096     0.03889697  0.0000000e+00              
0.098     0.03889697  0.0000000e+00              
0.1     0.03889697  0.0000000e+00              
0.101     0.03889697  0.0000000e+00              
0.102     0.03889697  0.0000000e+00              
0     0.04051559  0.0000000e+00              
0.002     0.04051559  0.0000000e+00              
0.004     0.04051559  0.0000000e+00              
0.006     0.04051559  0.0000000e+00              
0.008     0.04051559  0.0000000e+00              
0.01     0.04051559  0.0000000e+00              
0.012     0.04051559  0.0000000e+00              
0.014     0.04051559  0.0000000e+00              
0.016     0.04051559  0.0000000e+00              
0.018     0.04051559  0.0000000e+00              
0.02     0.04051559  0.0000000e+00              
0.022     0.04051559  0.0000000e+00              
0.024     0.04051559  0.0000000e+00              
0.026     0.04051559  0.0000000e+00              
0.028     0.04051559  0.0000000e+00              
0.03     0.04051559  0.0000000e+00              
0.032     0.04051559  0.0000000e+00              
0.034     0.04051559  0.0000000e+00              
0.036     0.04051559  0.0000000e+00              
0.038     0.04051559  0.0000000e+00              
0.04     0.04051559  0.0000000e+00              
0.042     0.04051559  0.0000000e+00              
0.044     0.04051559  0.0000000e+00              
0.046     0.04051559  0.0000000e+00              
0.048     0.04051559  0.0000000e+00              
0.05     0.04051559  0.0000000e+00              
0.052     0.04051559  0.0000000e+00              
0.054     0.04051559  0.0000000e+00              
0.056     0.04051559  0.0000000e+00              
0.058     0.04051559  0.0000000e+00              
0.06     0.04051559  0.0000000e+00              
0.062     0.04051559  0.0000000e+00              
0.064     0.04051559  0.0000000e+00              
0.066     0.04051559  0.0000000e+00              
0.068     0.04051559  0.0000000e+00              
0.07     0.04051559  0.0000000e+00              
0.072     0.04051559  0.0000000e+00              
0.074     0.04051559  0.0000000e+00              
0.076     0.04051559  0.0000000e+00              
0.078     0.04051559  0.0000000e+00              
0.08     0.04051559  0.0000000e+00              
0.082     0.04051559  0.0000000e+00              
0.084     0.04051559  0.0000000e+00              
0.086     0.04051559  0.0000000e+00              
0.088     0.04051559  0.0000000e+00              
0.09     0.04051559  0.0000000e+00              
0.092     0.04051559  0.0000000e+00              
0.094     0.04051559  0.0000000e+00              
0.096     0.04051559  0.0000000e+00              
0.098     0.04051559  0.0000000e+00              
0.1     0.04051559  0.0000000e+00              
0.101     0.04051559  0.0000000e+00              
0.102     0.04051559  0.0000000e+00              
0     0.04215041  0.0000000e+00              
0.002     0.04215041  0.0000000e+00              
0.004     0.04215041  0.0000000e+00              
0.006     0.04215041  0.0000000e+00              
0.008     0.04215041  0.0000000e+00              
0.01     0.04215041  0.0000000e+00              
0.012     0.04215041  0.0000000e+00              
0.014     0.04215041  0.0000000e+00              
0.016     0.04215041  0.0000000e+00              
0.018     0.04215041  0.0000000e+00              
0.02     0.04215041  0.0000000e+00              
0.022     0.04215041  0.0000000e+00              
0.024     0.04215041  0.0000000e+00              
0.026     0.04215041  0.0000000e+00              
0.028     0.04215041  0.0000000e+00              
0.03     0.04215041  0.0000000e+00              
0.032     0.04215041  0.0000000e+00              
0.034     0.04215041  0.0000000e+00              
0.036     0.04215041  0.0000000e+00              
0.038     0.04215041  0.0000000e+00              
0.04     0.04215041  0.0000000e+00              
0.042     0.04215041  0.0000000e+00              
0.044     0.04215041  0.0000000e+00              
0.046     0.04215041  0.0000000e+00              
0.048     0.04215041  0.0000000e+00              
0.05     0.04215041  0.0000000e+00              
0.052     0.04215041  0.0000000e+00              
0.054     0.04215041  0.0000000e+00              
0.056     0.04215041  0.0000000e+00              
0.058     0.04215041  0.0000000e+00              
0.06     0.04215041  0.0000000e+00              
0.062     0.04215041  0.0000000e+00              
0.064     0.04215041  0.0000000e+00              
0.066     0.04215041  0.0000000e+00              
